,C_Catenin (Beta),C_Cyclin D1,C_Cytokeratin 18,C_Cytokeratin 7,C_DNA,C_E-cadherin,C_EGFR,C_HES1,C_LC3A/B,C_MET,C_NDG1 (p-T346),C_NFkB (p65),C_PDL1,C_S6,C_S6 (p-S235/S236),C_S6 (p-S240/244),C_STAT1 (alpha-isoform),C_STAT1 (p-S727),C_STAT3,C_Vimentin,C_c-Jun,C_ki67,C_p21 (Waf1/Cip1)
16_cell_D06_fld2_12,8.011930055,5.450525672,10.0722393,6.824524685,9.152805455,6.740221405,8.503231476,9.594889099,2.788137044,5.563910763,10.74918981,8.863688615,3.828504847,9.821711638,5.660244436,8.314957545,7.996605263,4.88377917,8.632190258,4.200916189,6.201457087,3.580011989,4.336364622
16_cell_D06_fld2_13,8.601010054,4.669699964,11.3510552,9.104200702,8.787330405,6.752327847,7.661502212,10.18141323,3.178051217,6.510398535,8.267797112,9.197081821,5.958576712,10.84545715,8.178626176,10.26542259,8.174807141,5.256552727,9.312525075,4.704095224,5.813964563,1.989303795,4.515526737
16_cell_D09_fld5_2,8.967647307,4.788894586,10.7792713,7.003381672,9.166730688,6.796126784,7.525843166,9.902984827,3.589169349,6.821150006,8.596785788,9.393756079,5.744361535,11.2739373,9.278813989,11.35649691,8.522485416,6.121400139,10.15768455,3.960519331,6.321997557,7.228190071,5.241310565
16_cell_D09_fld5_4,7.641671862,3.689956948,8.594181894,7.399711845,8.570112551,5.918709373,6.135302403,9.234961963,2.507335623,5.67021474,5.824657238,8.357181555,3.471487932,10.65194929,8.872127068,10.97600089,7.933467948,5.957900341,9.475670665,3.479758977,6.201921247,6.161171066,3.589520466
16_cell_D09_fld5_6,9.801059576,5.948193831,10.06074137,7.980860018,9.868875915,7.800459757,8.951454823,11.2195168,3.371599526,7.898645911,7.324169646,9.970672323,6.189693557,12.03270167,10.1937457,11.98095554,9.35404146,6.57962946,10.73592429,3.654255989,7.162856299,8.967849084,5.299255045
16_cell_D09_fld5_7,8.511960297,4.663752887,10.05591849,6.925063768,9.446296099,6.666393418,6.553349854,8.712876161,2.56678821,6.392017649,5.453344021,8.681825066,4.663399207,10.66910105,8.264860759,10.3546208,7.681082129,5.358809685,9.318907891,2.234086532,5.719989412,7.247727613,5.711673796
16_cell_D09_fld5_8,8.286552867,4.06938057,9.805884032,6.46038433,9.162213851,5.300832254,7.988298133,9.751429668,2.77059561,6.590799436,8.024735781,9.251645766,4.579099085,11.42265344,9.213152115,11.26846779,8.137173719,6.14646972,9.240913642,2.754067315,6.219068684,6.588957592,2.847665097
16_cell_D09_fld5_9,7.569557559,4.885939929,10.0465242,8.04977648,10.28588995,5.802112861,7.458543111,10.01902682,3.350480425,6.189936129,4.885455158,9.05561764,5.414744506,10.81581489,8.117736433,10.31268639,8.658139163,5.664271582,9.774951347,4.396984461,6.403163546,7.732493413,4.595565569
16_cell_D09_fld5_10,8.265160788,3.232936566,9.560804181,6.3752701,9.412494605,6.456020868,6.807170821,8.90342816,2.320854083,6.320001385,5.450079658,8.600670751,4.615252636,10.423853,7.570410829,9.70145582,7.588188295,5.510369304,9.105442834,1.816611483,5.500481106,7.014172919,3.299257736
16_cell_D09_fld5_12,8.220437748,3.87572926,9.092095874,7.00136862,8.728147808,6.447524199,6.886457085,9.134279902,2.157729802,6.11516557,7.2273513,8.61148889,4.535473216,10.47300687,7.604809634,9.771507152,7.661792437,5.371103622,9.231515216,1.411476648,5.774649865,5.933577351,2.337083326
16_cell_D09_fld5_13,6.407513871,3.296052521,8.481504754,5.339520816,6.870730416,5.309575754,5.2541959,8.024078311,1.604416408,4.679447259,5.483740305,7.24448554,3.409637033,8.75859889,4.870605202,7.150297116,6.302589375,3.960964217,6.99659382,1.506153475,4.533782684,4.722778917,3.303151577
16_cell_D09_fld5_15,7.337957873,3.791161329,9.303328324,7.064262208,9.046068155,6.069852245,7.090460172,9.225267987,2.228399794,6.5945191,4.75834776,8.545710016,4.601479524,10.44692076,7.536755426,9.7147923,7.449127971,5.258044807,8.85009477,4.124608025,5.983163996,7.19121562,3.666352199
16_cell_C04_fld2_3,9.81233374,5.986534644,9.608024,8.033590048,8.182807241,7.837590772,9.737769065,10.8657082,4.06171602,7.565434635,9.393109247,9.751729329,5.836835989,11.59986739,9.671487339,11.63891245,9.266761261,6.08813914,10.20359783,4.010667155,6.337705708,2.042253177,4.253158322
16_cell_C04_fld2_4,9.451304195,5.231007064,9.712431286,6.824805638,8.736274075,6.936015483,7.613004437,9.850175953,3.207766099,7.389579667,8.042142034,9.262388631,5.559455622,11.37182377,9.305662466,10.74397258,8.555335112,6.343445577,9.843037666,4.01900121,6.330566851,7.174725533,4.339535513
16_cell_C04_fld2_5,8.472704581,4.166920809,9.699073454,7.035014903,7.95550898,6.713295203,8.005702899,9.289092429,2.291291466,6.225956015,8.876858422,8.738198076,4.636814284,10.53778776,8.056068533,10.1493899,7.835994424,5.760748347,9.423008596,1.935029688,5.595269626,4.933215762,2.13592181
16_cell_C04_fld2_6,9.16264013,4.163935308,9.502086673,6.978095838,8.22043075,7.394710897,7.811210104,9.947801046,2.985139297,7.290462681,8.688913286,9.059591168,5.48835415,11.13125794,8.876925153,10.863728,8.625143541,5.954999209,9.870687074,1.88596552,6.017893067,5.741447511,3.299784941
16_cell_C04_fld2_8,8.424174685,4.608075481,9.896475663,8.009775933,7.989692193,6.711498743,6.567435447,9.386625243,2.90197919,6.241003199,5.364723537,8.978966482,5.696121178,10.49548403,8.027693028,10.12669344,8.005188152,5.207006875,9.315548073,3.302250825,5.862279898,6.198474749,5.087896314
16_cell_C04_fld2_9,8.962474704,5.017742933,9.036662993,6.66955836,8.577338048,6.296894688,7.527127674,9.740595391,2.947826418,7.284437764,7.464930115,9.114656891,5.377498959,11.29850024,8.929912083,10.5099367,8.491994378,6.251455959,9.546463534,3.184977284,6.043177836,7.302386627,4.26335885
16_cell_C04_fld2_10,9.17429932,5.622929894,9.859741277,9.023461336,8.504351675,7.337819718,8.121539306,10.63754341,3.737272857,7.543616862,8.246175831,9.221089274,5.630493285,11.14395433,9.070462692,10.99020746,8.68533584,6.033253327,9.150207999,3.611745558,6.260738774,5.424951636,2.992585648
16_cell_C04_fld2_13,8.966773184,3.807531262,10.4856675,6.668909447,7.81105,7.259956208,6.993994032,9.715811651,2.286208258,6.558690502,4.025876248,8.721126897,5.30618861,9.849065459,6.930651929,8.807727899,7.980435342,5.270610308,9.349726668,1.596372021,5.422153028,6.450546662,4.357656716
16_cell_C04_fld2_14,8.143440314,4.695313004,8.415229656,6.392753155,7.389500702,6.669381031,7.198096073,9.315923318,2.713948928,6.136381976,7.426693513,8.487205587,4.038335599,10.253862,7.26822784,9.490516208,7.575082618,5.074074063,8.76612596,2.020354174,5.370105972,2.58254533,4.293467718
16_cell_C04_fld2_15,8.267554766,3.62818672,10.13393,7.192002243,8.263652306,6.862964128,6.675227398,9.752637983,2.690465301,6.590011254,4.923655812,9.034525381,4.411993104,10.03844339,7.189412522,9.29905606,7.819408342,4.924832561,8.959700094,1.863587178,5.400013082,4.723877461,3.700951684
16_cell_D07_fld8_1,7.707414239,3.915229889,8.367477427,5.618767257,9.240509471,5.312427241,6.096196831,9.446446699,2.420248348,5.884652998,7.333245432,8.949168297,5.108606996,10.27066826,8.160417499,10.13663529,8.469271361,6.884693839,9.034005204,3.560901618,5.868193899,7.759927028,2.943142985
16_cell_D07_fld8_2,9.068221833,5.330568762,9.503857199,7.41389898,9.25657233,6.355829415,7.661652734,10.29456489,2.997038213,7.530682363,8.584395589,9.949130114,6.827389275,10.93692523,9.208962995,10.98918145,9.163193702,8.132487732,10.19082921,2.847202984,6.448935616,8.176925922,5.528157005
16_cell_D07_fld8_3,7.830858631,6.497061356,9.298395852,6.783372864,10.795937,6.753737102,6.788653984,10.04203183,2.699513293,6.479383634,3.2147862,9.267393233,6.524072198,10.28329846,7.003788041,9.447543405,10.17244496,8.66732036,10.0055846,4.000735855,6.558285174,9.26558969,8.018335392
16_cell_D07_fld8_4,8.850633339,5.213670892,11.02392027,7.185544874,8.748594004,6.656782821,7.745997542,10.0828874,3.294216274,6.718568601,8.353961796,9.934225923,7.335906185,10.90751974,9.252175487,11.11979168,8.877317995,7.251828523,10.54055355,2.992898206,6.420264687,7.794495797,6.463488654
16_cell_D07_fld8_5,7.955588161,4.182616116,9.906705073,5.932502209,9.461661796,5.152192119,7.369712614,9.448852221,2.830630728,6.823547796,7.361263475,9.552920919,6.7206739,10.93181159,9.01392231,10.96552276,8.498270219,7.367993523,9.858151796,2.421768912,6.538128999,7.380624182,2.529562934
16_cell_D07_fld8_6,7.794318524,5.856730702,10.10566734,6.862896968,10.29366541,6.23540681,8.126785581,10.07059586,3.054969173,7.033310965,4.251766003,9.910419157,6.40962337,10.67306558,8.54735085,10.57589448,9.697394951,8.617915877,10.37765923,4.215218943,6.85299451,9.087521581,6.120185678
16_cell_D07_fld8_7,7.763694871,4.611561589,9.353543105,6.304809315,9.553871416,5.366543609,6.244673161,9.657153643,2.82265347,6.56993887,6.010362948,9.086235086,6.287603564,9.891810588,7.459916723,9.651387151,8.573952534,6.856334058,9.165520739,4.025868672,5.970393596,7.44025149,6.002629025
16_cell_D07_fld8_8,7.427633987,3.56093393,10.35672422,5.406189866,8.633499324,5.412714673,6.204380739,9.09563369,1.883258217,5.55381891,3.442952076,8.867422371,4.926371928,9.588482823,6.809402557,9.073684767,7.586917493,6.237940694,8.835401608,3.857203795,5.460001756,6.214407496,1.72432395
16_cell_D07_fld8_9,7.766929572,4.368114331,9.635528215,6.875195682,8.758696551,6.072151695,6.357725464,9.377149801,1.848776814,6.121123283,3.252011268,9.048279823,6.22892344,9.998884462,7.432967622,9.532735402,8.173570976,7.00822027,9.179319998,2.232241849,5.503793755,6.758789401,5.587446282
16_cell_D07_fld8_10,8.800482871,4.585917703,9.752318514,6.850687034,9.057063441,7.081043108,7.279666415,9.009776173,2.510933181,6.215997167,6.619121468,9.137770083,5.59052744,9.896582867,7.490693748,9.45581917,7.879643049,6.823729107,9.480220091,2.710011819,5.452213104,6.924675486,5.154861834
17_cell_C10_fld3_1,8.178081469,4.738209982,9.621328134,6.187364787,8.482310457,6.392650516,8.30025974,9.538358931,1.845236188,4.973550631,6.04237879,8.453124949,3.565964782,9.118461924,4.659248742,7.929183582,7.378607394,4.582032097,9.00942743,3.343329955,5.331526418,6.490566504,5.33819962
17_cell_C10_fld3_2,7.719646408,3.2342797,9.258575897,5.856223474,8.537344382,6.319356946,8.482687791,10.21809042,1.949830736,5.854613513,6.951416429,8.573203809,3.798582888,9.809369444,7.839469354,9.845638861,7.289613163,4.850208261,8.961867908,1.849489739,5.642637116,7.050138541,3.026396409
17_cell_C10_fld3_3,8.103976152,6.420144857,10.21277201,7.201402065,9.330287807,6.092884272,8.435514383,10.85292557,2.980750002,6.874058889,9.987421065,9.23263338,4.758776477,11.00829857,8.882123706,11.09314346,8.448480422,5.577518402,9.632142597,3.7852651,6.722616839,6.230471169,7.060380732
17_cell_C10_fld3_4,9.1929647,3.619321757,8.063861151,6.426933237,9.703784087,7.200260976,9.238497032,10.15856776,2.151193976,6.44784968,8.456882405,8.725276421,3.929816294,10.6061033,6.245183649,9.393348553,7.48627202,5.284381989,8.930058748,1.804860599,5.601890245,7.236161495,2.51318577
17_cell_C10_fld3_5,6.892946208,2.144829687,8.610011554,4.669425264,8.333206733,5.804163133,6.600486639,9.103196783,0.106519915,4.020567366,7.542677132,7.173412491,3.081496033,8.383866695,5.470955058,8.136146283,6.264404946,3.588645708,7.393700153,2.808378223,4.573472048,5.977545947,2.023654264
17_cell_C10_fld3_6,7.180708793,2.478226105,8.25881928,4.912543563,8.117634929,6.615513427,6.710032179,8.446832144,3.330704431,4.070871569,3.718549762,7.224131467,2.849336483,8.328083082,6.063748666,8.543033022,5.69128731,4.009631644,7.538378469,2.323189374,4.809090588,5.626039531,1.632802711
17_cell_C10_fld3_7,7.50137742,2.627109976,8.037360844,5.47551924,8.270492045,5.858846375,7.117836491,8.556666261,1.637067725,4.67788046,5.090284812,7.684791019,3.393838341,7.892046506,5.909255677,7.786526677,6.8047764,4.137677072,7.541133044,3.191285514,4.441941454,5.535113398,1.886094717
17_cell_C10_fld3_8,9.335352142,3.757775876,9.703255707,6.584290566,9.074691555,8.311082987,7.831490225,9.801865805,2.603327973,6.902756166,9.158638229,9.056755977,4.02954369,10.18469662,4.937272256,8.561331102,7.860644413,5.186678985,8.78041374,4.182536562,5.517341455,5.008048339,6.817275818
17_cell_C10_fld3_9,9.661215802,5.448815056,9.685950691,6.988892367,9.334390834,7.283504649,8.517945166,11.51725869,3.53598386,7.399529891,6.421770837,9.55117836,5.512171007,11.20940161,9.293207406,11.61584477,8.472854256,7.068070494,10.00684072,3.439117724,6.492911906,7.357340786,3.733943957
17_cell_C10_fld3_10,8.039876526,3.148072234,9.028397629,6.169104684,8.663120576,6.378799641,8.674515117,9.396610988,2.012579368,6.449146747,5.451275591,8.406407744,3.928169386,9.758141801,7.59520712,9.738884804,7.015292063,4.859420065,8.951225719,2.376972935,5.698312339,5.917506126,2.685976575
17_cell_E09_fld9_2,9.20213128,5.092901834,10.13287523,8.591956099,8.615156939,7.720284941,7.396986124,10.0834439,2.95489819,6.918992179,6.549554461,9.149720841,5.66414752,11.33496349,9.063910403,11.04472526,7.861305783,5.571693978,9.575014861,3.953474727,5.896284549,3.497801807,6.800316891
17_cell_E09_fld9_3,7.548223238,5.28346145,10.95882968,9.502295399,11.26674394,6.496281659,8.659030849,10.32671034,4.785092081,7.260478421,9.179322128,9.978363614,5.32176338,11.62107546,9.499924833,11.40396753,8.44647071,6.173795869,10.28048925,6.533149359,6.904267341,8.44653959,5.409018507
17_cell_E09_fld9_4,7.347196614,3.032878754,9.176095043,6.067653639,10.01516202,4.584973725,7.028397621,7.834655512,1.618398846,5.674362956,5.366914322,8.799236392,4.581048998,9.722018469,7.270521147,9.511533609,6.029498262,5.573876392,9.168660956,1.54491169,4.262915828,6.954606649,2.361207586
17_cell_E09_fld9_5,8.769174748,5.599469678,12.57613341,7.791458162,11.34773513,6.51481554,9.028357801,11.16499274,4.280055173,8.10269696,8.13228616,10.39773253,6.756996726,13.08101815,10.71794871,12.95013863,8.98314765,6.939434704,10.55171619,5.762971321,7.303393874,8.904346684,5.834950206
17_cell_E09_fld9_6,9.076943579,4.955542639,12.34400366,7.601487957,11.11880999,6.336453124,7.977840496,10.5846492,4.072197808,7.93320207,8.059469214,10.23273403,6.278353736,12.33285216,10.06547546,12.17683854,8.458573898,6.614126467,10.36264897,5.110725186,6.487440418,8.108490089,4.602061495
17_cell_E09_fld9_8,8.742938217,6.19775971,11.6342626,8.483592978,10.63371038,5.762941069,8.3793684,9.964098057,3.810659674,7.888515408,6.935902011,10.11827556,6.008840473,12.1791675,9.706919065,12.00553919,8.473541646,6.514856682,10.34386086,6.007608722,6.577119525,7.709093919,7.432569988
17_cell_E09_fld9_9,9.131567875,5.604206745,10.39324072,7.087939343,10.05914876,6.040201575,7.961941544,9.37944183,3.556322949,7.485237011,7.517550475,9.200826271,5.246387102,11.27195448,8.779412454,10.95251915,7.644077534,5.627046804,9.732900695,6.131759975,5.998046458,8.214542548,6.374434161
17_cell_E09_fld9_10,8.787448761,4.463131741,9.814601708,7.119912782,8.749430816,6.019499549,7.447395188,10.2011587,3.673662361,7.055766176,7.730138501,9.597706582,5.111400798,11.44602777,9.003162786,11.163972,7.991450461,5.984153925,9.780887938,4.752490453,6.22326221,7.066635025,5.882530916
17_cell_E09_fld9_11,8.935326686,5.444362903,10.41895729,10.20453428,7.093124273,7.551194993,7.305724768,10.51194547,3.633561058,6.7276275,9.458610176,8.767263466,5.42465947,11.04546537,8.73631071,10.79486923,7.774740803,4.87141049,9.197475764,4.575009815,6.294606487,0.223259371,5.382070526
17_cell_E09_fld9_12,9.453330729,4.774456252,10.43651712,8.393257846,7.94233546,7.535932584,8.199126207,10.02614413,3.686494741,6.820347077,6.208033437,9.367592384,4.93290026,11.28529904,8.130373976,10.57930644,7.693834449,5.506757164,9.493994388,4.998840688,5.783786715,0.46365848,5.786860273
17_cell_E05_fld3_1,8.218139841,5.721534008,10.36796047,6.212410143,9.917677934,6.843797757,8.868368949,9.379172048,2.023178593,6.425475397,5.367714722,9.014659517,4.378088815,10.69696623,8.369699554,10.14258111,7.38264089,5.266991615,8.901027187,2.813483858,5.550024186,5.82630044,6.657305613
17_cell_E05_fld3_2,9.140078684,3.527109818,10.88687659,6.101389776,10.12970482,7.685867996,9.477838853,7.578383122,1.707186742,4.711206307,5.243915994,8.934930573,4.400624098,9.374010437,6.615611439,8.916318737,6.310459883,4.955608342,8.288033903,4.335207207,4.826298227,6.806209075,3.128141586
17_cell_E05_fld3_3,7.991556388,3.836340145,10.76738911,6.843868052,10.04387172,6.010827311,8.519308781,8.309541409,2.370402907,5.904816845,5.022994656,8.520380588,4.476356352,9.587997766,6.930788672,9.142478381,6.927692758,5.025208446,8.745110251,5.39629431,5.270015774,7.891631986,3.430794645
17_cell_E05_fld3_4,8.657892755,4.29595489,10.92266134,7.765010844,10.06896556,6.666729869,9.322920796,8.978311585,2.404612265,6.125290298,5.25569126,9.57858063,4.626310853,10.47105926,7.903311004,10.0174093,7.210498045,5.890277582,9.61579584,4.867043442,5.305250043,7.476637074,4.381515755
17_cell_E05_fld3_5,8.026136943,4.33202316,9.325476394,7.31079506,8.893600949,6.923564402,9.142480855,8.475671065,2.441261018,5.673223259,6.275702768,8.52361884,3.828958057,9.942212073,7.554129243,9.535846967,6.992587711,5.958076613,8.850556945,3.716449813,5.345582705,6.50643933,3.568255209
17_cell_E05_fld3_6,7.430891944,3.392677811,9.14798354,5.861087048,8.233181794,4.1140801,8.377977476,6.789310984,1.663201536,4.738886473,3.648570718,8.415676247,3.864658134,8.41417903,6.051417608,8.115629184,5.691829755,4.80659695,8.47685547,1.177718572,3.91967378,5.72537718,3.998638823
17_cell_E05_fld3_7,7.961112663,5.604063698,9.429346723,7.569832633,9.805959064,7.452543553,8.110492157,8.822874451,1.30129554,4.657322599,5.893256022,8.386258622,3.678213942,9.439988683,7.006902325,8.641363487,6.532124048,4.704870924,8.354868515,2.994627288,5.636980706,5.502051604,3.579283574
17_cell_E05_fld3_8,7.355894124,3.768671496,9.473853152,6.724823747,9.238999537,3.968298781,8.526504417,8.11655044,1.965439302,5.753265628,4.638076685,8.831008839,4.800672892,10.28773677,7.899608744,10.00644467,6.665205676,5.797629567,8.700616852,1.921320046,5.536564089,6.449937256,2.175987799
17_cell_E05_fld3_9,6.517520642,3.237472713,9.528194362,5.845551694,8.253363025,4.888972185,7.036034062,7.711320195,1.759450212,4.569075852,5.518779701,7.657468759,9.661914955,8.726774267,6.056250602,8.098055251,5.949676842,4.703583823,7.79864516,3.068086286,5.157428414,5.355691495,3.68535585
17_cell_E05_fld3_10,8.314297497,5.282825555,11.87795093,7.919364394,10.83736409,6.379441034,9.716438416,10.53096572,3.315447088,7.355671013,8.173656684,10.10783936,5.299439329,11.62628955,9.220405667,11.20074347,8.260203318,6.385561533,10.26831974,5.267658081,6.377523308,8.257776072,4.362862938
17_cell_E08_fld8_3,9.247742316,4.381638363,10.5494541,8.512543188,9.158998518,7.464333844,8.274108507,9.671374889,3.865202491,7.223513119,6.676758875,9.499595452,5.409121641,11.35941608,9.330565191,11.2605824,8.459722688,6.156792394,10.02470102,4.051241999,6.1217891,6.542155645,3.251560163
17_cell_E08_fld8_11,8.664788868,4.890744779,10.48342299,7.193202334,9.323182525,6.508164383,8.283084443,8.839954769,2.747672655,6.858442321,6.032079484,9.104868375,4.37924593,10.96853744,8.853990836,10.73845078,7.399904219,5.893717245,9.472322715,3.17901047,5.6133245,7.122223511,3.99810456
