,C_Catenin (Beta),C_Cyclin D1,C_Cytokeratin 18,C_Cytokeratin 7,C_DNA,C_E-cadherin,C_EGFR,C_HES1,C_LC3A/B,C_MET,C_NDG1 (p-T346),C_NFkB (p65),C_PDL1,C_S6,C_S6 (p-S235/S236),C_S6 (p-S240/244),C_STAT1 (alpha-isoform),C_STAT1 (p-S727),C_STAT3,C_Vimentin,C_c-Jun,C_ki67,C_p21 (Waf1/Cip1)
15_cell_E05_fld3_9,8.252115289,5.062674274,9.504750337,10.38872762,9.19543502,7.112682838,7.632116332,10.23947575,3.975033121,6.437685353,3.054510062,8.847192273,6.240350638,10.92306877,8.0725908,10.26321264,8.735492628,5.347708767,9.538470254,4.573727631,6.451607642,6.043650941,3.582044938
15_cell_E05_fld3_10,8.88055587,4.376582787,10.42981281,7.661319773,9.250186674,7.27708492,8.937196213,9.855741093,2.730080556,6.794037922,5.217141218,8.973504137,5.907797885,10.87725034,8.102955184,10.16564018,8.00290743,5.857067353,9.517357734,3.499382624,5.861913064,6.443705061,3.040387584
15_cell_E08_fld8_3,9.342162093,5.03541374,10.09463063,9.18145959,9.728802895,7.805797296,7.559237329,9.998419952,3.583257054,6.634388301,6.206808841,10.00957863,6.482568934,10.32214315,7.292806325,9.413667987,8.05249091,5.362821498,10.51085578,2.008212152,6.183436981,2.387665583,5.893177114
15_cell_E08_fld8_9,8.634746939,5.44573987,10.86149991,9.06485099,9.394926792,7.033293713,8.271948721,9.971215428,3.27007892,6.680717989,5.723759858,9.702746548,6.071692323,10.76509006,8.467777258,10.62580481,8.07056532,5.58504253,10.10311175,3.830332804,6.34725748,2.371278425,5.403334789
15_cell_E08_fld8_10,9.162655416,4.100476442,10.48948167,7.64847772,8.900945073,7.192622081,7.347200194,9.640167908,2.249342947,6.825947512,8.107615327,9.622520748,5.049830127,10.5415275,8.323807766,10.40353517,7.831087193,5.361647843,9.970838537,2.892753751,6.005729021,5.039680944,2.950625708
15_cell_E08_fld8_12,7.682519194,5.154110455,9.902752927,7.735897511,9.869445013,6.093872488,7.153026097,9.617817204,2.437372238,6.405411221,3.750608548,9.283548578,4.11611112,10.27879137,7.56962214,9.726518585,7.939396698,5.319636041,9.768784928,3.996837345,6.139849701,7.949128074,6.023903572
15_cell_E08_fld8_14,8.488753084,4.389039864,10.15773834,7.299091426,9.051246939,6.733870452,6.712093806,9.820794225,2.519139854,6.727910791,6.890170096,9.655629138,4.965716973,10.99760419,8.856695208,10.79606835,8.125757988,6.033082891,10.05993985,3.574111178,5.936145007,7.118413351,5.775452546
15_cell_E08_fld8_17,8.763760274,3.733871734,8.993563452,7.409022972,8.288861336,6.615176945,7.38535714,9.685578479,2.454584678,6.330121572,9.093460242,9.293602475,5.685599693,10.27903633,7.414059824,9.591737067,7.407367848,5.402942799,9.412538966,2.755020378,5.7526082,6.181538525,3.109030014
15_cell_E08_fld8_21,8.192172965,3.424334501,10.59722315,6.281879765,8.372867145,6.113463291,7.762666609,9.109566101,2.312826631,6.719069113,5.786993335,9.012088818,4.309885382,10.03906542,7.286351063,9.492965915,7.29583887,5.28618114,8.870016796,2.625676065,5.560880774,7.029088394,2.585846895
15_cell_E08_fld8_23,8.472006053,4.547951384,9.733508073,7.360601866,7.732260964,7.278347953,7.30750515,9.365116565,1.972060858,6.09907137,9.233710004,9.046507957,4.758771983,9.922328129,7.063852939,9.144858935,7.348087695,5.066427042,9.227634693,2.206134161,5.577704393,2.087613564,4.945916974
15_cell_E08_fld8_26,8.473201572,4.669319204,10.32340129,6.908127113,8.479326077,7.061147261,7.598466654,9.206785376,2.395271176,6.273182899,5.280972386,9.246133522,4.210433523,10.49102529,7.91685899,9.949069553,7.513368073,5.754868448,9.31855651,2.262995512,5.913898153,6.953752281,4.974931096
15_cell_E08_fld8_27,8.273703462,3.3605274,9.634349188,6.54539653,7.942105601,6.460516076,6.423053443,9.385115361,1.695348537,5.545891657,6.586972543,8.930162253,3.86042167,9.940254139,6.894858341,9.020036497,6.918797347,4.617517474,9.030565206,1.959362015,5.256833284,5.18896108,3.089892524
15_cell_D06_fld2_1,8.712295849,4.137757542,10.1745616,6.388051251,9.315207463,6.794566295,8.324718699,10.20069803,3.156457182,7.187624119,8.070806057,9.426294346,5.074689907,11.25047736,9.090416778,11.18766581,8.736893942,5.931412857,8.776260435,1.609123748,6.536701555,6.330409777,2.560005815
15_cell_D06_fld2_3,8.35763849,4.737913393,9.571635857,7.042959354,8.354719074,6.809821831,8.151478869,9.804654282,2.04215645,6.502992317,9.751500119,9.337975944,4.558669884,10.74216502,8.271886213,10.27385707,7.992726854,5.97444158,8.462634028,3.070495963,5.77344421,2.450667607,5.478542158
15_cell_D06_fld2_6,8.788248001,3.947320299,10.18684399,6.337952264,8.403194552,6.233660971,9.301231708,10.01093752,2.230760931,6.743662738,8.599969565,9.253994525,4.613200522,10.90755035,8.521449822,10.56978797,8.194091803,6.063453,8.843868086,3.080964564,5.967465464,5.116782631,2.677727619
15_cell_D06_fld2_8,8.039831286,3.748989023,9.378264544,5.701109981,8.519706438,5.921374433,8.066142045,9.11902596,2.250525307,6.327780069,7.23242763,8.70814832,4.598631748,10.11315989,7.254530044,9.257877856,7.542916567,5.7717589,8.187389764,2.330965838,5.540976843,7.024980103,3.927306861
15_cell_D06_fld2_10,7.969630556,4.091656598,9.51106941,5.205560514,8.157442248,5.518431861,7.772175432,9.113657877,2.450102615,6.210138182,7.618194941,8.721524368,4.643877232,9.840649905,6.673301324,8.883646846,7.790056852,5.001130196,8.131142009,3.805619098,5.598523564,6.734569624,4.327475343
15_cell_D06_fld2_14,8.962827954,4.943373477,10.00457252,7.102158812,10.19831745,7.692902571,8.377327667,10.4020079,3.645676589,7.164834756,8.643626916,9.573268094,6.113497109,11.59978008,9.405702489,11.67789673,8.856732346,6.312428118,10.21161656,4.106910423,6.642116506,8.091456095,7.281476193
15_cell_D06_fld2_16,7.652591613,3.856983538,9.158733466,5.252473871,8.394947972,5.68766678,6.849887324,9.362839036,2.3216708,5.689200363,6.253089132,8.221558762,3.535778806,10.31706679,7.560729264,9.60022084,7.707192681,5.440030362,7.872109535,2.13397639,5.395940309,7.05533176,2.273873919
15_cell_D06_fld2_17,8.495501496,4.320267773,9.964728807,6.334611303,8.929915284,6.278036567,8.454332984,9.607491846,2.216346803,6.636770472,8.765336528,9.367597265,4.922399807,10.77268137,8.377172274,10.28396555,8.228739841,6.214833999,9.058430972,3.808651223,6.017397293,7.18615514,4.331431381
15_cell_D06_fld2_18,7.747326959,3.570844902,9.409407677,4.855232944,7.856273809,5.751523502,7.621882197,8.93990593,1.337583981,5.326563748,7.098683482,8.033251665,3.874410542,9.350155927,5.824011029,8.026605336,7.018691759,4.652723531,7.27303203,1.11649324,5.326010916,6.053580977,3.294811338
15_cell_D06_fld2_19,8.200679477,3.637797204,9.535584202,5.491698033,8.357503915,5.840721416,7.871671047,9.107166696,3.141934004,5.989865197,8.506799149,8.682072842,4.751800395,10.00451885,6.849824103,8.978327334,7.707790607,5.181425149,8.303515643,3.271092127,5.416870705,6.946853277,1.945008333
15_cell_D09_fld5_2,7.362443789,5.302827258,9.57682611,7.705040257,10.15753959,6.661834968,7.021001072,10.18768809,2.972649608,7.008389503,5.822716357,9.04580039,4.719598771,11.15013061,9.492620882,11.43613223,8.856619271,5.689478548,9.550078826,2.016954731,6.829060184,7.772503539,5.063671397
15_cell_D09_fld5_30,7.516215194,3.856433768,8.382946033,6.255309251,6.869697934,5.831461423,6.400510836,9.674791905,2.237996274,4.430571026,2.335446341,7.372255974,3.135854721,9.206634473,4.992016585,7.404826617,7.308654561,4.240499547,6.336949483,-0.158221121,5.549439108,1.885883823,5.741035789
15_cell_D09_fld5_34,9.217739745,4.623069293,8.866372033,8.718240317,9.537597585,8.097016831,6.437949495,9.924117731,3.381773244,6.242400673,5.759830206,9.225982653,5.276561873,10.89523758,8.184958118,10.30512681,8.900347602,5.290843602,9.440356294,0.519736458,6.062198851,2.044945965,5.599268495
15_cell_D09_fld5_39,8.404585208,3.712310057,9.398684854,5.465804266,8.264885945,6.76557039,6.38098206,9.100910808,1.842422471,5.482026859,6.500990522,8.371500823,3.320589175,10.18948068,6.848536369,9.097254096,7.521543873,5.348302132,8.514055288,0.334606569,5.731467839,6.412802264,1.923085954
15_cell_D09_fld5_40,8.780812648,6.863310242,11.23352052,11.09326807,11.32969328,4.56412929,8.47758113,11.71282838,5.490521516,8.942284886,7.432364609,10.25025283,6.860985374,12.30448851,11.05028616,12.84166869,10.32713152,7.371791503,10.47728647,5.029070651,7.941620941,9.861298032,7.877843918
15_cell_D09_fld5_41,9.20119089,5.872186661,9.833146228,8.766496038,10.00845661,7.687211066,7.429290409,10.11541748,3.407907191,6.744400193,5.320083358,8.93808733,5.357086956,11.10017702,8.878289831,10.8438366,9.084156246,5.382625124,9.692007484,5.328014183,8.164239616,7.372621114,6.624036535
15_cell_D09_fld5_42,9.088731486,4.962103787,9.509646494,7.496327407,8.121370392,7.540765741,6.665749169,10.05178025,2.605487532,6.133978607,5.041792507,8.535846585,4.347988144,10.51634962,7.490715207,9.711724678,8.395668255,5.279341092,9.12381761,3.721072941,6.204719348,3.043881385,5.652501247
15_cell_D09_fld5_43,7.706256537,4.826044488,9.752665718,7.988248752,9.188212877,6.94810299,7.253566101,10.85106402,2.912559373,6.058379882,6.258249482,8.642243165,4.945465097,11.20920949,8.821573798,10.91273838,9.246809764,5.091981047,9.584079029,5.598068487,7.533399885,2.699419172,5.534935471
15_cell_D09_fld5_45,8.732124634,4.737149009,8.601778122,8.007942546,8.81671096,6.846369394,7.32061502,10.61217549,2.967396402,6.767129702,5.749517811,8.735333367,5.310155624,11.03954172,8.725751638,10.68506929,8.558724288,5.68998978,9.160268782,4.011770977,6.394298852,4.95139331,6.109348705
15_cell_D09_fld5_48,7.807511574,4.161263985,9.386851955,5.83599163,8.56770624,6.620723571,5.893359327,9.839272834,2.5430794,6.024882173,4.592771984,8.658483963,3.683994942,11.05446818,8.258088113,10.60958072,8.095119197,5.950813931,9.065774122,2.347995258,6.263358063,6.210905607,3.633380183
15_cell_C04_fld2_1,9.157241676,5.405542335,10.23472929,6.239858393,9.557309903,7.803090335,8.685929029,10.03868614,4.305217278,7.080584594,6.406316718,9.236552792,4.76779488,11.15825402,8.863533326,10.71283199,8.866703809,6.075089482,9.961454165,3.082545673,6.37489482,7.525299152,6.077647712
15_cell_C04_fld2_5,9.164780574,4.409295232,10.76842663,8.064556885,8.740315063,6.619202984,8.361597033,10.0278345,3.311156598,7.072064695,7.506711104,9.259056869,5.566278728,11.26530965,9.112004093,11.09069348,8.581474216,6.142355808,10.05169968,4.133796323,6.369771763,5.989796635,3.643019907
15_cell_C04_fld2_6,8.454543612,5.749502305,9.546444493,7.011610137,8.942437451,7.541564742,7.827233391,9.228571356,2.381886294,5.82993919,4.243531129,8.931785439,4.383303981,10.49171493,7.673940332,9.816083388,7.702218932,5.473227024,10.06362511,2.271697656,5.483477536,4.185522601,4.315351879
15_cell_C04_fld2_8,8.627494913,3.942061188,9.767571598,6.469178755,8.172938223,6.867124877,6.481865132,9.519886352,1.851844594,6.01673664,6.293319143,8.760465956,4.959457053,10.61646372,7.949291386,9.799694999,8.07979682,5.50915328,9.270665671,3.948441838,5.840590375,7.067918788,4.478087195
15_cell_C04_fld2_10,9.046034789,4.409204518,9.582951577,8.23689262,7.70876029,7.48668263,7.524667138,9.543643184,2.76439517,6.695511307,8.706763966,8.912261193,5.577808346,10.46455551,7.668162251,9.654786461,7.839678755,5.145760973,9.763640495,3.422635808,5.785088391,2.464887867,4.395046399
15_cell_C04_fld2_12,8.281344619,3.90853409,9.922979168,6.795196539,8.718294883,6.425363755,6.971850253,9.48314414,2.61568219,5.766206665,5.121914391,8.559910135,4.76510507,10.17975161,6.988029703,9.112994167,7.514467847,5.159086219,8.837987657,3.395190798,5.705909383,5.861223277,2.333825337
15_cell_C04_fld2_13,7.813445441,4.261146315,9.620292038,5.577822748,8.407182181,5.595561877,6.167906403,8.684578155,1.289693311,5.323449107,5.70025116,8.112223074,3.917406024,9.770649983,6.698618565,8.387660481,7.227535928,5.644167111,8.296990485,2.663776661,5.324275621,7.860802729,3.749290284
15_cell_C04_fld2_15,8.476665769,4.28271001,10.10459671,7.906676536,8.450587034,6.615639655,7.590038776,9.349811252,2.738626449,6.716261981,5.391868918,9.172806703,5.157382363,10.91038713,8.3655244,10.33484278,8.207965519,6.058076437,9.593274691,3.268698264,6.079067982,5.325219068,3.85660025
15_cell_C04_fld2_17,9.010852105,4.826554448,10.32894261,6.592916201,9.106120956,6.0594315,7.450723461,9.196365477,2.529553688,6.502666017,6.670544066,8.949426635,5.142130531,10.48979042,8.089994866,9.456147013,8.035202663,6.061343625,9.357483468,4.443941121,5.772203591,8.524983379,4.172340462
15_cell_C04_fld2_18,9.556399574,6.183643589,9.834447896,8.822295022,10.2691715,7.502158374,8.061811693,8.892498605,3.615257352,7.508263325,6.201975589,9.441292838,6.115632956,11.69811237,9.527484064,11.72863765,9.204754527,6.936323859,10.74143541,4.085900842,5.528714928,8.897871225,6.189831147
15_cell_D07_fld8_1,7.691411845,4.418047703,8.915234466,6.10062432,8.207778538,6.404130637,7.368787331,9.772710658,2.425341671,5.682913248,8.285969168,8.738687926,4.28061496,9.612919946,6.745687202,8.954002117,7.53688656,5.985636636,8.738487521,2.134679268,5.651051567,6.942710224,2.107273889
15_cell_D07_fld8_2,7.027716369,5.747903604,9.714919465,5.977312256,10.42902167,6.84500171,7.002884825,10.83668595,3.604610014,7.001541257,7.489593491,9.479006834,5.562479199,11.5981775,9.644509183,11.843517,9.850079646,8.205589786,9.962335506,4.613145801,7.243153655,8.508871263,6.236982138
15_cell_D07_fld8_3,8.934209347,4.332492006,9.835670863,6.514129928,8.708665126,7.358687571,6.846442437,9.734095757,2.593605,6.700670562,4.217835596,9.29263856,4.493958042,10.27947765,7.36896267,9.788442804,8.232656998,6.392348522,8.971601481,0.163760669,6.14966251,7.061249516,2.037158256
15_cell_D07_fld8_4,7.868140529,3.678988785,9.260492664,6.174721941,8.823896291,6.209522348,6.657650998,9.67044065,2.355514684,5.809682154,6.955998882,8.813387119,4.733906672,10.19035343,7.382314407,9.618799492,7.644373392,6.388830155,8.672450173,2.173538622,5.776570008,6.300448909,3.351746066
15_cell_D07_fld8_5,8.738038124,5.262301995,10.37355198,6.851259313,9.886572429,7.123268766,7.79706427,9.97468136,3.089405848,7.02720381,9.075496881,9.971634257,5.582646837,11.01768932,8.756139496,10.73758065,8.447987434,7.386556377,10.08848592,3.489655867,6.633349913,8.06710828,5.325088945
15_cell_D07_fld8_6,8.907378981,4.825419321,9.788677273,7.173182199,8.849511447,6.801370158,7.287635033,10.38127375,2.991946163,6.626675308,4.521484006,9.545536826,5.194074383,10.71185107,8.616749779,10.67198285,8.261791713,7.098403031,9.842661589,1.966157436,6.318486856,7.019710555,3.840444423
15_cell_D07_fld8_7,9.000379182,5.119788604,11.00638523,6.859745079,9.360826316,6.828187919,8.371601728,10.28677224,3.383646274,7.124740937,7.806435849,10.0498038,6.029828342,11.41161741,9.496071646,11.52179888,9.039090431,7.789114569,10.42275603,4.845149554,6.791298754,7.621894988,3.537320801
15_cell_D07_fld8_8,7.5812852,4.038237557,9.428028515,5.860848321,10.09329241,6.149355534,6.691451007,9.68683259,2.293896866,6.131574739,6.409660519,9.112648599,4.628905856,10.67683535,8.274239965,10.34554242,7.951281427,6.964446579,9.209278227,1.077318036,6.070954188,7.323385488,2.854652626
15_cell_D07_fld8_9,8.733220198,4.165160748,10.01886075,6.509987562,8.952180148,6.53699552,6.874076731,9.729013132,2.68442091,6.471068226,6.100207273,9.470050407,5.786229467,10.72979893,8.206685299,10.23879433,7.870404591,6.682125877,9.473818692,1.472661484,6.068343398,7.212508208,5.43906599
15_cell_D07_fld8_10,7.909730515,5.09313684,10.21668567,6.265071691,9.971814201,6.831624971,7.963743472,9.930821019,1.956758488,6.403906125,8.032152075,9.435060921,4.694394193,10.69291615,8.070021468,10.24620777,8.410882508,7.051800383,9.222388821,2.05517315,6.229579775,7.513977877,5.985889905
16_cell_C10_fld3_1,7.630585484,3.987619004,8.364244912,6.404151092,8.238312082,7.142391324,8.962635272,8.871409331,1.941844082,5.831673933,8.260655695,8.05755312,3.452817977,9.763844956,6.615945878,9.015503128,6.870926638,4.959315905,8.994628466,0.584891299,4.76129242,4.08923218,2.012973212
16_cell_C10_fld3_3,7.882520238,4.675279211,9.581019518,6.167079439,7.993869747,5.542106899,8.48214384,8.739109114,1.71716548,5.712627175,4.809682868,8.141013843,3.41395869,9.801408762,6.616049944,8.902646881,7.522577325,4.984789595,8.431345672,3.2660939,4.624969621,5.977877857,2.477051217
16_cell_C10_fld3_4,8.95605219,3.589727165,10.18333851,6.911066843,9.278975833,7.523309183,9.372983002,8.643926367,2.911950501,6.663817861,10.22776316,8.6584194,4.171979891,10.3574068,7.592623496,10.02553771,7.552784293,5.560631133,9.259085635,3.683248338,6.950940739,6.639429767,2.16093343
16_cell_C10_fld3_5,9.388118896,4.110014849,11.04747136,7.893079305,8.105456696,8.556811161,9.602851606,9.630942832,2.973234995,7.61420966,4.449676203,9.135695001,4.945706237,10.55511739,0.747937925,3.672195717,8.082655247,4.886706568,10.28784296,2.033492633,5.545517317,3.101162372,2.466489726
16_cell_C10_fld3_6,8.777952893,4.495074438,10.83800709,7.292286823,9.407567465,7.286680553,7.088650718,9.976741921,2.71139817,6.734469601,4.75237594,8.869144545,4.662982254,10.60629232,8.459756513,10.86187539,8.27631866,5.282043465,8.665188113,4.410731348,6.1430721,7.748953449,3.195179484
16_cell_C10_fld3_7,7.636200813,3.967595242,8.144337825,6.033974552,9.429711486,6.335271654,7.606132879,8.943332134,1.644889567,5.794109477,5.420398044,7.799954871,3.377011393,10.00817062,7.122324806,9.563355539,7.287112663,4.852220833,8.5644888,3.265223351,5.324256958,7.263215944,3.224801462
16_cell_C10_fld3_8,10.93261976,5.838630526,11.24719621,9.954876104,10.67987677,9.108696453,10.19365247,11.79697731,4.0803097,8.458493087,8.08684135,10.22101552,6.900765698,12.48197222,9.180884102,12.11968836,10.07956389,6.887981254,11.19584849,6.152038717,7.345308703,8.311682032,7.961532074
16_cell_C10_fld3_9,9.809468024,4.810987135,9.373602979,9.211757515,8.533602905,8.60587212,9.052350238,10.72425952,2.449003837,6.506941236,7.371129394,8.567774171,5.496573552,10.63880577,6.205219201,8.956328301,8.169730732,5.336621183,8.819092618,3.646717311,5.784079822,4.646413973,6.890665978
16_cell_C10_fld3_10,7.973515284,4.202261215,7.981782896,5.468215263,8.008835709,6.955570255,8.289057229,8.800123401,1.818781406,4.374047066,5.827241815,8.082587537,3.241026677,9.564609754,6.851702676,9.172384456,6.757238709,4.350401011,7.053660854,2.877129677,4.610893048,3.181928316,3.16873349
16_cell_C10_fld3_11,7.473817199,4.795052381,9.846255955,6.186710828,8.862830891,5.731996187,8.192034363,9.071567636,2.43456368,5.977511288,8.585591663,8.394651382,3.952756191,10.60171073,7.768507027,9.89292504,7.460157233,5.471634279,8.858958598,3.42922647,5.100515159,6.794845871,1.823170174
16_cell_E05_fld3_2,9.140882505,5.621259923,9.705253979,8.446595258,9.680252065,8.319603137,8.797298486,10.34138271,3.572341503,6.782633693,6.799288595,10.07020438,5.655623651,12.38434434,10.53473266,12.46105809,8.466681963,6.84306323,10.4641891,3.12539246,6.414236991,2.921739364,7.092997856
16_cell_E05_fld3_3,8.164816822,4.646184364,10.98028093,7.95013631,8.225662364,7.598137213,8.525484953,11.09170956,2.969472169,5.678576228,8.353072662,9.054211087,4.949057349,10.9681281,8.550105037,10.52907968,7.762984211,5.260795303,10.18200435,2.685726917,5.723343948,1.274973559,5.587992352
16_cell_E05_fld3_4,8.189349421,3.770625983,9.981143955,6.485649533,7.842817817,5.872576504,8.828845335,7.926269933,1.717834069,4.974674589,6.095252787,8.269760837,4.197454962,9.562666461,6.586124184,8.870073803,6.381585375,4.801891165,8.743561607,2.980834587,5.090085494,5.449985881,6.579722257
16_cell_E05_fld3_5,8.15221664,3.731759401,10.40477431,6.717321924,8.693484848,5.298309918,8.312837689,8.647084741,2.8491335,6.111889608,7.800810437,8.616666788,5.492960557,10.48250226,7.980111781,10.08966292,7.002564423,5.885062727,9.38361095,2.512228487,5.844681319,6.418770528,2.297243131
16_cell_E05_fld3_6,8.500330239,3.830491316,10.1954363,6.389053077,8.17782479,7.007734637,8.976338645,8.021363996,2.215208159,5.223063994,5.515013482,8.476978866,4.360216956,10.02827646,7.073334843,9.295821645,6.306794632,5.204056948,8.72452412,2.997051424,4.673485967,5.102577981,2.951635736
16_cell_E05_fld3_7,7.776216331,3.465066412,9.785224249,6.089773113,9.101559478,6.335728236,7.7317104,8.241426138,2.248986709,4.995763627,4.933802652,8.371412272,3.602882155,10.40977115,7.731532724,9.954129987,6.50553854,5.199116626,8.981569742,2.510778941,6.310710768,6.816737099,1.84085842
16_cell_E05_fld3_8,8.728761392,5.201228765,11.63536399,8.088822424,10.0218987,6.193901493,9.328907047,9.615762192,2.703973904,6.752166606,7.271863747,9.585224729,6.266707861,11.32213812,9.517142756,10.88475176,7.942858406,6.324440246,10.6668532,5.185861965,6.12127264,8.447098163,4.221202101
16_cell_E05_fld3_10,8.227589684,5.220067954,10.80339086,7.249511049,9.027680196,6.798263194,8.402863689,9.044603489,2.421857812,6.06765518,6.914638112,8.749874596,4.696927329,11.03870203,8.621935002,10.70706434,7.577531581,5.949625109,9.843249252,3.576712408,5.539678226,6.831370901,7.514814327
16_cell_E05_fld3_11,7.795010665,3.946786249,10.49272702,6.563580166,8.994103918,5.958306084,8.854216265,9.67008099,2.333230699,5.800675162,5.840868964,8.505544439,4.347790539,10.78868357,8.251620834,10.40312422,6.890978771,5.640113231,9.100141545,3.137123589,5.184922427,6.823239259,2.321129013
16_cell_E05_fld3_12,9.130871012,5.369124088,11.62577458,8.118006998,10.15270628,6.735160133,9.352229231,9.934532551,3.55183352,6.926435891,7.3405325,9.568192513,6.629547202,11.60392278,9.657352336,11.25081057,8.185540389,6.538269496,10.615544,5.361206486,6.091125015,8.524516756,4.17541079
16_cell_E08_fld8_1,7.736747935,4.008207072,9.49571263,7.173466731,7.862303477,6.487778813,7.132947914,8.685080782,1.552681595,5.335492296,7.705626533,8.460477829,3.939235038,9.375295111,6.643201774,8.78203272,6.621538328,4.367965209,8.652109004,3.219064926,4.960421363,2.845102203,5.822825014
16_cell_E08_fld8_2,7.812265771,4.735393447,10.03279905,6.716749508,8.478593288,6.423340754,7.520839139,9.03691431,1.451571902,5.213825379,4.095154877,8.261120123,3.577340201,9.296297344,6.535638408,8.672267468,6.553878483,4.584075025,8.350032529,2.085845652,4.783858067,6.339757157,2.049621449
16_cell_E08_fld8_4,7.006626309,5.562609371,10.6853811,6.304153523,10.35335594,5.066351977,7.222090649,9.459315087,2.684428539,6.078990521,4.42544197,9.082462378,4.707924663,10.49293513,8.106297197,10.21968001,7.81011397,5.474277881,9.494004296,3.903958445,6.126599195,8.799212771,7.184175219
16_cell_E08_fld8_5,8.05742524,5.219458718,10.3410502,6.719839197,10.14710604,6.92365586,7.359239014,9.666251874,2.578968636,6.424809273,8.18678715,9.784632253,4.586213163,10.99788396,8.677304561,10.72822154,8.288147745,5.845516797,9.960017781,3.010339109,6.090277613,7.562376663,5.813759127
16_cell_E08_fld8_7,8.119525818,4.594024566,9.314850125,7.847111091,8.609101655,6.081160307,7.712483184,9.443321948,2.451422074,6.014327117,8.444591662,8.861098101,4.907230377,10.02614633,7.440887367,9.667026471,7.409149677,5.04017253,9.322975455,4.215317027,5.377220817,7.396573303,5.591583894
16_cell_E08_fld8_9,8.134822834,4.190838374,10.32463596,6.685911218,9.435775814,5.835573052,7.048496953,9.011850205,2.307357083,6.1638486,5.114334075,9.069967772,3.915918264,10.37310819,8.360450587,10.03031476,7.329114964,6.245761896,8.962719515,3.990418844,5.408806895,7.831636688,4.420433313
16_cell_E08_fld8_10,6.090967689,3.171638736,8.854411224,5.461090067,9.40155618,2.850582067,5.214166086,7.353204219,1.030566025,4.562889162,5.750601079,7.973434847,2.811222847,8.579564107,4.143873851,6.665915023,5.955304021,3.725695735,7.872474225,2.028013268,4.686292669,6.122134439,6.730043452
16_cell_E08_fld8_11,8.211894233,4.699057985,10.2852057,7.349417802,9.942919316,6.54495935,7.121712862,9.193567648,1.628046346,5.781725298,6.40072724,8.902862509,4.124349836,10.55275175,8.271515069,10.323204,7.22206147,5.399659655,9.418142685,1.859704146,5.383346325,6.676120074,4.229021205
16_cell_E08_fld8_12,8.165880003,5.092304034,10.78116794,7.15330945,10.43740214,6.811972164,7.974904517,9.172342929,2.448434362,6.548375034,8.148529635,9.217553744,4.431773679,10.55314244,8.145996643,10.16965599,8.062298977,5.715701244,9.726247091,4.564591431,5.850494191,8.294024654,5.021095029
16_cell_E08_fld8_14,8.359094049,3.816776077,10.20520248,6.476269258,9.073288319,6.87619252,7.347759795,8.877614956,1.762553725,5.697073586,6.508818532,8.534167166,3.686647814,9.79757925,6.807859617,9.157771094,6.845973047,5.20990676,9.20053058,2.46507778,5.107917227,6.029927962,3.152545741
16_cell_D06_fld2_2,8.578063498,4.437081585,11.16988035,10.11387809,9.265111502,8.426078005,7.19553399,10.02228117,3.384539971,6.720327243,8.929010659,9.432824625,7.027072543,10.91715162,8.080019212,10.29653769,8.511420099,5.617060579,9.714719859,4.001741941,6.161060705,1.910253905,5.537258068
16_cell_D06_fld2_3,9.061802381,4.239545774,9.602689974,8.442955925,8.093598377,7.711119565,6.611491641,9.484283145,2.995159704,6.358012669,10.52180943,9.165558019,6.010353887,10.5892215,7.493698267,9.825240714,8.348262474,5.539848384,9.241084263,3.262909477,5.61886552,2.6180346,5.772508282
16_cell_D06_fld2_4,7.997770107,4.74328693,9.81126439,7.714578364,9.50004788,4.458860749,7.94849288,9.964838334,3.627555852,6.575442364,9.128982704,9.504786901,4.970386234,10.59584397,6.709006829,9.491343727,8.429335911,5.84764592,9.653727395,5.301623885,6.079688121,6.38392419,4.295363094
16_cell_D06_fld2_5,8.666320023,5.754254854,10.55322218,7.190000631,9.294476567,5.677696491,8.863694118,9.661898377,2.825637738,6.43946954,7.130633775,9.111402742,4.027533196,9.831114315,4.8002186,7.866754608,7.883499987,5.061594198,9.084246206,2.893689397,5.882939671,2.792789026,5.272345605
16_cell_D06_fld2_6,7.746628875,3.879779977,8.273533205,5.552741823,8.228113172,4.334225314,6.880810257,9.193490665,2.198013785,5.640100966,4.038342244,8.436954323,3.746343066,9.585024435,5.518498238,8.179554248,7.517129638,4.948368317,8.567506129,3.767183463,5.11730308,6.18600369,2.076112888
16_cell_D06_fld2_7,7.927320189,5.374636208,9.672793651,7.372669706,10.17021371,5.579788742,7.416226576,10.3880155,2.885950433,7.102539316,7.377836073,9.249921795,4.18929401,10.92963925,7.950671111,10.14642612,8.754241757,5.925508679,9.864733329,4.45759029,6.50636039,7.909861859,2.995911371
16_cell_D06_fld2_8,8.268476797,3.338861305,8.624730793,5.109937311,8.353151366,6.074014637,7.842033012,8.654130993,1.441779976,5.129034086,6.058931825,8.556976204,3.419757331,9.029655464,-0.373755473,3.233227799,7.235242993,4.396011485,8.420794531,1.030084367,5.039499576,5.526363432,4.224011352
16_cell_D06_fld2_9,9.656033931,3.625737398,9.67438993,7.985431963,7.863074874,7.759368458,7.63110082,9.978142299,2.958330618,5.503654449,8.466995017,8.726689523,4.756152105,10.0907485,6.69714502,8.949694055,7.678221918,4.803134427,8.249665185,2.221170726,4.857806658,0.415740732,4.976374367
